measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2015,961135.7571,980722.861,944102.1834
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2015,7952229.99,8049104.249,7868284.296
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2015,13808925.62,13989345.51,13635913.3
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2015,28485292.42,28694890.09,28261856.98
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2016,5595193.43,5651443.74,5543696.869
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2016,937764.3525,957475.9332,921718.3681
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2016,7910171.405,7989411.229,7825913.99
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2016,14243137.19,14458016.18,14047377.94
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2016,28686266.38,28940439.27,28450978.79
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2017,5427409.061,5483270.077,5366553.074
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2017,916009.2882,934183.1777,897986.2051
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2017,7844559.55,7928809.128,7761386.598
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2017,14462109.09,14692547.56,14267347.89
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2017,28650086.99,28895552.05,28421780.91
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2018,5248541.539,5304427.973,5192495.2
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2018,890769.5645,907545.8872,872839.9144
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2018,7750687.86,7829355.315,7662461.696
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2018,14561910.09,14785909.75,14372437.17
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2018,28451909.05,28703534.1,28241584.65
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2019,5071006.345,5124659.373,5012577.409
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2019,869135.8465,885246.7537,851816.2517
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2019,7678772.81,7740640.595,7609712.822
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2019,14451682.59,14619452.67,14299232.31
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2019,28070597.59,28255820.97,27892090.93
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2020,4910032.773,4956041.603,4852375.808
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2020,862486.5346,879037.6691,846870.9335
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2020,8299529.855,8364261.151,8239139.34
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2020,16231796.89,16341326.66,16114828.51
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2020,30303846.05,30439955.23,30148151.72
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2021,4760553.11,4803530.772,4710927.886
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2021,870196.0369,890204.2237,851421.5124
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2021,9402928.922,9497016.549,9311820.972
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2021,18700630.74,18890042.86,18509899.69
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2021,33734308.81,33988437.8,33511648.13
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2022,4710283.804,4774849.303,4636677.332
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2022,859566.8784,885312.9817,836438.1746
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2022,8171690.33,8350783.896,7999756.465
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2022,15970024.22,16489001.77,15525045.99
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2022,29711565.24,30230944.08,29214785.99
1,Deaths,1,Global,3,Both,1,<5 years,294,All causes,1,Number,2023,4666793.911,4753508.855,4587170.987
1,Deaths,1,Global,3,Both,23,5-14 years,294,All causes,1,Number,2023,871731.1638,899521.7354,846330.5219
1,Deaths,1,Global,3,Both,24,15-49 years,294,All causes,1,Number,2023,8119493.996,8296265.339,7978106.661
1,Deaths,1,Global,3,Both,25,50-69 years,294,All causes,1,Number,2023,15675272.01,16292583.04,15156607.45
1,Deaths,1,Global,3,Both,420,<70 years,294,All causes,1,Number,2023,29333291.08,30012317.37,28781975.04
